日付	 速度L1	 速度L2	 速度L3	 速度L4	 速度L5	 速度L6	 速度L7	 速度L8	 速度NGL1	 速度NGL2	 速度NGL3	 速度NGL4	 速度NGL5	 速度NGL6	 速度NGL7	 速度NGL8	 フラグなしL1	 フラグなしL2	 フラグなしL3	 フラグなしL4	 フラグなしL5	 フラグなしL6	 フラグなしL7	 フラグなしL8	 効率L1	 効率L2	 効率L3	 効率L4	 効率L5	 効率L6	 効率L7	 効率L8	 高難易度L1	 高難易度L2	 高難易度L3	 高難易度L4	 高難易度L5	 高難易度L6	 高難易度L7	 高難易度L8	 ランダム難易度L1	 ランダム難易度L2	 ランダム難易度L3	 ランダム難易度L4	 ランダム難易度L5	 ランダム難易度L6	 ランダム難易度L7	 ランダム難易度L8	 ハードコアL1	 ハードコアL2	 ハードコアL3	 ハードコアL4	 ハードコアL5	 ハードコアL6	 ハードコアL7	 ハードコアL8	 ハードコアNGL1	 ハードコアNGL2	 ハードコアNGL3	 ハードコアNGL4	 ハードコアNGL5	 ハードコアNGL6	 ハードコアNGL7	 ハードコアNGL8	 耐久L1	 耐久L2	 耐久L3	 耐久L4	 耐久L5	 耐久L6	 耐久L7	 耐久L8	 ナイトメアL1	 ナイトメアL2	 ナイトメアL3	 ナイトメアL4	 ナイトメアL5	 ナイトメアL6	 ナイトメアL7	 ナイトメアL8
2024/4/19	917.6	1321	4063	2883	3200	4249	12800	8950	708.8	1636	2906	2296	3371	3500	6965	8500	776.3	1210	4749	2700	2768	3219	5595	9000	529.4	833.1	1847	2483	3096	4999	6899	9800	895.7	4377	8466	11452	17369	17058	27777	49178	732.7	1025	3498	2791	4083	5097	10899	11000	726.3	1016	4576	2241	3163	4031	7743	9199	729.4	2208	6499	5200	4300	7850	8900	8974	996.2	1687	3250	3580	5500	8643	13800	26400	1595	2264	5000	6149	10211	15134	56818	101101
2024/4/18	954.2	1377	4326	2898	3199	4273	12800	8950	736.2	1636	3038	2269	3371	3500	6965	8640	798.7	1185	4749	2589	2734	2970	5595	8790	548.6	846.7	1753	2432	3059	4864	6899	9800	928.8	4136	7885	10692	16287	17058	27777	50600	802.6	1074	3694	2652	3966	5097	10899	10500	750.7	1002	4318	2331	3012	3968	7741	9199	745.1	2383	6343	5280	4480	7850	8888	9000	990.8	1666	3416	3588	5500	9058	13868	26388	1686	2470	4708	6144	10099	15134	56818	99995
2024/4/17	904.4	1304	4047	2930	3200	4273	12609	8899	742.4	1745	3184	2351	3430	3790	6965	8633	803.9	1289	4787	2640	2938	2800	5598	8713	539	866.1	1907	2339	3100	4910	6899	9843	924	3766	7450	10058	16287	16997	28500	49937	830	1018	3890	2449	3971	5198	10899	11440	766.8	1039	3981	2363	3200	3968	7741	9199	743.6	2325	5796	5186	4386	7805	8900	9183	991.8	1649	3453	3499	5520	9058	13868	25000	1657	2370	4500	6128	10001	15134	56818	100000
2024/4/16	841.3	1224	4223	2930	3095	4199	11658	8899	720.8	1791	3124	2305	3473	4065	6366	8634	803.8	1285	4749	2640	2938	2800	5598	8713	549.2	879.4	1936	2269	3140	4910	7151	9897	910.2	3766	7200	9495	16287	16999	28590	49937	842.8	997.7	3940	2478	3880	5198	10898	11500	739.8	1064	3702	2339	3200	4004	7741	9199	715.6	2378	5500	4789	4386	7757	8722	9183	974.3	1699	3579	3491	5520	9058	13750	25000	1627	2180	4498	6231	10000	15134	52001	100000
2024/4/15	795.8	1155	3995	2921	3347	4075	12625	8888	718.1	1813	2960	2480	3418	3769	5898	8587	794.2	1270	4593	2577	2938	2900	5649	8111	543.8	870.4	1847	2087	3000	4910	7151	9495	887.6	3450	7276	9785	15175	17076	26805	48605	838.4	1048	4185	2498	3771	5198	10898	11355	739.6	1035	3500	2375	3200	4004	7499	9198	715.6	2247	5055	4411	4390	7757	8722	8990	981.3	1825	3579	3573	5500	9625	13750	26138	1539	2274	4349	6231	10169	15134	52001	100000
2024/4/14	803.5	1202	4069	2893	3612	4048	13873	8888	749.8	1778	2980	2568	3650	3712	5898	8588	800.3	1350	4325	2525	2938	2937	5649	8111	550	856.6	1754	2243	3111	4974	7151	9969	918.1	3228	6979	10618	14203	16125	26750	46758	839.4	963.4	4230	2404	3971	4998	10900	11457	734.6	1098	3615	2519	3245	4363	7750	9181	735.2	2134	5055	4183	4265	7757	8960	9250	978.6	1825	3680	3573	5890	9625	13750	26038	1656	2274	4450	6275	10180	15134	52001	103874
2024/4/13	822.6	1272	4410	2996	3739	4388	13873	8800	761.4	1872	2994	2486	3650	3769	5956	8513	843.8	1337	4556	2388	2767	2969	5497	7920	547.3	814.2	1813	2098	3053	4990	7000	9950	906	3450	7286	10066	13990	16125	26750	47944	793.5	965	3930	2411	3859	5445	10900	11403	731.1	1175	3624	2650	3100	4363	7750	9038	735.5	2201	4736	3872	4199	7700	8960	9274	998.8	1782	3700	3567	5890	9625	13875	26000	1641	2388	4497	6469	10298	15134	52001	102700
2024/4/12	837	1339	4779	2915	3739	4388	13873	8830	752.7	1892	2916	2342	3647	3800	5956	8674	868.6	1268	4556	2349	2966	2970	5497	7874	548	864.6	1814	2012	3250	4941	6900	10000	899.2	3461	7927	9247	14517	16965	28500	48888	738	956.9	4318	2486	3941	5445	10900	11140	761	1175	3650	2607	3187	4363	7750	9038	751.2	2196	4492	3548	4199	7681	8960	9180	1026	1958	3700	3485	5888	9625	13895	26000	1611	2388	4468	6485	10298	15999	52001	102000
2024/4/11	827.4	1402	5100	2760	3638	4388	14884	8888	797.3	1831	2883	2452	3647	3660	5956	8674	823.5	1183	4556	2350	2966	2970	5007	8038	538.5	849.9	1742	2164	3250	4958	7391	9852	895.2	3596	8481	9050	13524	16128	26745	49217	785	951.5	4354	2501	3717	5445	11100	11000	782	1228	3643	2556	3245	4363	7750	9199	752.9	2350	4699	3330	4000	7750	8880	9150	1004	1901	3912	3500	5800	9625	13895	26000	1532	2475	4375	6720	10100	15979	52001	102222
2024/4/10	836.5	1490	5200	2930	3443	4325	16087	9023	807.7	1769	2972	2418	3731	3725	5956	8675	853.1	1153	4198	2412	2880	2970	5300	8038	556	879.3	1857	2344	3150	4867	7391	9637	903.8	3852	8953	8873	12750	16128	26745	48657	843.6	981.8	4363	2509	4067	5445	11100	11000	827.4	1248	3650	2600	3273	4363	7750	9190	738.8	2435	4683	3515	4186	7750	8880	8750	1028	2010	3912	3837	5900	9625	13895	26399	1621	2475	4375	6630	10000	15998	52001	100000
2024/4/9	839.2	1407	5564	3100	3444	4333	16087	9199	806	1898	3180	2406	3618	3788	6000	8775	849.3	1253	3898	2549	2800	3068	5412	8038	558.4	856.5	1963	2250	3248	4867	7391	9900	918.4	4075	9565	8444	13181	15268	26550	50000	784.1	1034	4474	2493	3943	5539	11100	10938	889	1260	3704	2525	3107	4363	7750	9088	746.2	2340	4683	3398	3962	7749	9100	8880	1026	2114	4021	4208	5900	9625	13895	26262	1676	2412	4375	6650	10000	16000	47686	100000
2024/4/8	838.5	1488	5824	3043	3405	4206	16087	9148	800.3	1919	3283	2444	3427	3788	6000	8775	816.3	1264	4080	2571	2872	3100	5412	8038	560.3	895.6	1868	2199	3476	4617	7391	10149	908.5	4332	10129	8428	12327	14108	26550	49958	736.5	1025	4616	2468	4013	5251	11111	11000	973.9	1264	3881	2523	3063	4063	7750	9017	783.2	2462	4683	3465	3962	7736	9100	8800	1026	2266	3995	4473	5900	9625	13897	25833	1699	2438	4290	6700	10290	16000	47686	100741
2024/4/7	844.4	1454	5325	2818	3373	4000	17208	9148	799.4	1950	3557	2500	3389	3798	5970	9125	771.4	1270	4398	2500	2895	3100	5412	8050	550.4	874.3	1738	2195	3476	4283	7400	9999	919.5	4051	10847	8406	11330	15150	25525	48294	733.4	1080	4800	2611	4400	5251	11080	10960	1021	1242	4113	2465	3070	3777	7750	8800	739.3	2449	4643	3374	3816	7305	8542	8800	1030	2419	4120	4635	5898	9050	13895	25833	1700	2444	4185	6822	10298	15498	44765	105000
2024/4/6	823.7	1420	4965	2630	3324	3990	18178	9099	796.3	1948	3287	2577	3278	3798	5970	8777	743.1	1246	4398	2400	2879	3100	5412	8050	545.3	887.5	1595	2107	3441	4283	7400	9999	906.1	3704	10847	8408	10773	15150	25525	49750	730.5	1056	4449	2608	4205	5251	10550	11059	1075	1187	4430	2501	3044	3777	7923	9100	727.5	2328	5091	3481	3845	7305	8542	9167	1026	2634	4120	4986	5880	9111	13500	24919	1690	2387	4174	6826	10000	15000	44765	105000
2024/4/5	826.1	1467	4797	2464	3446	3964	19692	8387	755.8	1955	3606	2518	3278	3895	5970	8255	730	1158	4701	2518	2800	3060	5412	7833	543.9	887.3	1585	2154	3639	4163	7400	9631	909.8	3374	11747	8005	10773	15150	25525	46792	710.5	1084	4223	2598	3918	5251	10550	10958	982.4	1181	4427	2442	3041	3810	7923	8933	718.6	2482	5519	3460	4210	7305	8542	8547	1009	2820	4117	4986	5863	9111	13500	24919	1678	2399	4174	6798	10000	15972	44765	100758
2024/4/4	837.9	1552	5201	2378	3445	3964	21252	9123	747	1966	3924	2682	3110	3900	5875	8400	701.5	1250	4996	2369	2850	2823	5670	8184	544.9	875.4	1600	2174	3492	4371	7400	9340	898.6	3546	12522	8339	10964	14937	27000	46081	754.5	1051	3875	2653	3740	4962	10081	10719	924.2	1197	4528	2362	3040	3795	7923	9099	728.5	2471	5949	3491	4361	7899	9340	7911	1039	2998	4250	4989	5842	9374	13500	26133	1692	2352	4138	6787	10000	16000	42505	103490
2024/4/3	839.4	1629	5499	2457	3450	3988	21252	8957	765.3	1986	4199	2835	3311	3950	5875	8400	727.5	1325	5410	2171	2898	2990	5596	8663	547.3	898.5	1732	2058	3716	4700	7650	9323	898.9	3764	13150	8581	11618	15000	27000	45380	744.5	1088	4099	2526	3725	4962	10896	11485	878.3	1194	4750	2380	3027	3559	7923	9099	730.3	2645	5887	3600	4545	8000	9340	8500	1068	3212	4100	5060	5885	8770	13500	25500	1678	2413	4000	6806	9992	15944	42505	103450
2024/4/2	850.1	1626	5499	2616	3469	3981	22900	8825	770.6	2090	4443	2744	3300	4000	5500	8400	732.4	1319	5410	2324	2887	2897	5500	8663	548.9	897.7	1818	2196	3611	4700	7376	9254	894.9	4093	13849	8649	12747	15000	27000	45008	748.6	1118	4463	2600	3725	4675	10896	10935	809.1	1248	4750	2519	3036	3602	7923	8850	747.5	2691	5966	3400	4567	8000	9335	9015	1071	3212	4375	5060	6165	8328	13896	24705	1678	2298	4000	6671	9439	14889	42505	103489
2024/4/1	838.7	1747	5770	2775	3469	4128	22900	8572	792.7	2229	4792	2920	3317	4000	5500	9000	770.2	1336	5068	2517	2887	3099	5500	8865	554.2	890.4	1880	2312	3611	4938	7376	9330	916	4319	14560	8649	12747	14800	28450	44899	757.1	1188	4747	2744	3937	5115	11500	10872	770.8	1315	4528	2512	3100	3800	7923	8850	771.6	2870	6451	3494	4567	8000	9231	8750	1101	3375	4494	5328	6470	7906	13992	25200	1697	2324	4167	6560	8675	13850	42505	99000
2024/3/31	845.1	1884	5810	2967	3470	4100	22900	9200	782.8	2236	4891	2908	3482	4100	5500	9000	747.3	1334	4610	2534	2938	3099	5500	8875	552.7	913.8	1816	2460	3713	4938	7376	9225	905.6	4047	13988	8833	11982	14956	28450	43296	769.6	1220	4874	2803	4181	5050	11500	11550	785.5	1436	4495	2612	3189	3865	7587	9198	797	2846	6500	3750	4620	8449	9231	8950	1058	3498	4500	5328	6470	7906	13992	24903	1664	2475	4007	6560	8209	13850	42505	99000
2024/3/30	830	1868	5835	2861	3377	4100	22900	9200	804.3	2248	4883	2916	3448	4213	5722	9000	793.1	1298	4203	2762	2929	3095	5450	9089	553.2	900.8	1748	2465	3698	4800	7833	9396	909.9	3813	14793	9238	11393	14930	28450	45998	772.6	1218	5076	2792	4400	5088	11500	11500	787.5	1488	4446	2715	3187	3866	7587	8999	792.5	2690	6548	3718	4670	9200	9231	9300	1007	3600	4500	5328	6470	7906	13992	24903	1648	2483	3995	6560	8209	13850	42505	99000
2024/3/29	838.3	1793	5814	2930	3411	4230	22900	9100	801.2	2178	4897	2929	3249	4213	5684	9018	775.6	1227	3997	2762	2939	3125	5449	9000	550	895.4	1789	2463	3658	4985	7717	9450	910.9	3609	15765	8865	10774	14930	28450	45998	779.2	1228	5197	2793	4392	5090	11500	11249	778.7	1464	4450	2727	3012	3860	7587	8999	773	2770	6542	3671	4517	9200	9756	9300	1075	3600	4500	5350	6200	7906	13992	25000	1691	2489	3994	5972	7809	13850	42505	99000
2024/3/28	839.8	1735	6103	2980	3330	4335	22900	9092	794.3	2120	4835	2990	3499	4119	5650	8838	766.3	1187	3730	2784	2939	3075	5275	9000	545.6	894.8	1793	2492	3622	4985	7717	9450	906.7	3389	15156	9241	11445	14928	28450	46749	758.7	1238	5425	2797	4398	5090	11500	11495	768.8	1507	4390	2708	2987	3858	7989	9290	757.2	2980	6643	3709	4695	9200	9756	9242	1091	3359	4425	5350	6378	7353	13992	23455	1691	2498	3926	5530	7270	13115	42505	99811
2024/3/27	822.8	1742	6485	2997	3229	4335	22900	9016	767.9	2000	4908	2820	3288	3908	5621	9200	764.5	1190	3436	2711	2813	3075	5275	9000	556.9	897.6	1768	2449	3642	4724	7717	9450	916.4	3240	15378	9385	12169	14108	28450	47000	746.3	1230	5345	2698	4400	5012	11500	11103	761.4	1598	4327	2708	2839	3800	7989	9250	757.8	3120	6491	3699	4743	9200	9756	9287	1096	3060	4474	4904	5843	6872	13971	23409	1653	2488	3934	5530	6999	13115	42505	99811
2024/3/26	825	1803	6477	2999	3400	4300	22800	9350	758.7	1933	4925	2936	3267	3700	5200	9224	751.6	1179	3244	2750	2777	2900	5430	9000	562.1	894.6	1794	2420	3749	4636	7079	9900	907.6	3329	16005	9592	11792	14999	28450	48387	749.4	1200	4895	2716	4143	5078	11500	11103	750	1601	4168	2699	3000	3838	7989	9300	751	3137	6760	3699	5200	9200	9200	9300	1054	3060	4477	4600	5843	6527	14200	23456	1680	2459	4080	5470	6998	13115	42505	99811
2024/3/25	832.3	1903	6434	3169	3463	4019	23300	9350	787.8	1840	4903	2998	3300	3700	5670	9350	758.3	1178	3057	2658	2777	3145	5450	9000	561	909.4	1802	2500	3695	4680	7079	9940	913.4	3304	14765	9628	12754	14563	28450	48387	766.9	1218	4580	2800	4353	5078	11264	11738	755.8	1590	3895	2920	2980	3800	7989	9330	751.4	3011	6771	3749	5200	8932	8609	9175	1085	2881	4498	4286	5496	6100	14200	25450	1696	2502	3829	5400	6998	14202	39777	107375
2024/3/24	811.1	1879	6470	3130	3221	4019	23300	9263	777.7	1749	4839	3152	3500	3700	5725	9600	741.9	1189	2991	2812	2800	3190	5450	9000	551.5	892.6	1727	2458	3668	4689	7079	9583	913.8	3286	13493	9630	13475	15142	28999	45999	751.8	1190	4314	2761	4363	5000	11264	12500	745.8	1603	3675	2910	2979	3598	7989	9163	754.3	3252	6476	3727	5541	8475	8609	9300	1083	2717	4282	4051	5496	5798	14200	25450	1682	2373	3645	5467	6998	15212	36915	103750
2024/3/23	812.2	1813	6323	3151	3400	3875	23300	9000	802.5	1619	4875	3222	3328	3600	5660	9600	750.7	1184	2990	2784	2800	3149	5450	9475	557.4	897.8	1745	2425	3602	4321	7079	10150	895.7	3240	12491	9527	13427	15999	28900	48000	751.3	1167	4101	2765	4400	5000	11264	12500	759.4	1616	3738	2937	2883	3519	7497	9350	747.6	3396	6451	3688	5850	8475	8130	9350	1083	2521	3987	4051	5233	5798	14200	25450	1594	2252	3889	5479	7100	15985	36915	103750
2024/3/22	824.5	1705	6625	3037	3450	3875	23333	9338	797.8	1507	4919	3108	3328	3600	5660	9497	746.6	1194	3123	2775	2892	3143	5400	9475	567.8	915.9	1772	2500	3683	4700	7079	10109	908.8	3271	12456	9333	13458	16000	28900	48000	748.7	1178	3789	2728	4398	5000	11264	12229	748.2	1638	3722	2894	2883	3325	7134	9344	752.9	3482	6326	3679	5850	8475	8130	9303	1090	2296	4000	4380	5233	5463	14200	25450	1647	2098	3780	5288	6969	15985	36915	103750
2024/3/21	830.8	1697	6030	3180	3425	3931	22747	9289	808.1	1495	4902	3201	3276	3722	5412	9497	741.7	1193	3304	2743	2940	3143	5400	9400	571.3	933.8	1784	2465	3683	4699	7079	9994	909.7	3251	12507	8896	14133	16000	28999	50049	740.2	1191	3689	2739	4373	5000	11264	11781	773.8	1682	3933	2797	2800	3325	7134	9131	741.9	3490	6418	3499	5850	7907	8130	9303	1086	2099	4172	4155	4816	5197	14699	25400	1602	1997	3717	5288	7000	15985	35083	103750
2024/3/20	829.7	1680	5721	3160	3453	4299	21000	9010	795.8	1631	4887	2986	3291	4012	5412	9497	767.6	1175	3484	2912	2815	3180	5400	9600	562.4	944.2	1774	2347	3496	4534	6762	10500	898	3099	13616	8638	13370	16575	28999	50049	726.5	1195	3669	2723	4259	5055	12267	11922	759	1603	4298	2792	2759	3500	6666	9375	753.4	3587	6465	3442	5850	7907	8130	9000	1099	1986	3818	3778	4444	5125	14699	25000	1561	1989	3753	5304	7140	15985	32757	105000
2024/3/19	843.3	1644	5236	3148	3442	4149	21915	9500	812.8	1602	4814	2859	3447	4012	5690	9800	770.6	1182	3726	3082	2943	2936	5400	9500	561.1	957.2	1745	2229	3624	4514	6762	10500	901.8	2928	13588	8826	12997	16225	28500	47833	745.8	1217	3655	2711	4250	4972	12267	12503	744.2	1672	4038	2940	2875	3685	6666	9600	751.8	3276	6633	3500	5850	7800	8130	9292	1085	1856	3495	3784	4460	4824	14699	25125	1546	2099	3800	5300	7198	16000	32757	105000
2024/3/18	834.9	1545	4786	3008	3475	4149	20620	9500	805.3	1578	4443	2653	3636	4012	5641	9700	748.8	1168	3597	2927	2800	2936	5500	9500	569.5	954.3	1715	2269	3422	4514	6700	10500	906.7	2785	12751	8637	12377	16338	28500	46375	741.2	1199	3614	2605	4375	5047	12267	12640	744.3	1627	4040	2903	2874	3649	6700	9600	742.1	3011	6545	3492	5560	7800	7494	9335	1000	1761	3479	3500	4162	4824	14699	25575	1587	2058	3799	5289	7198	15431	29912	107499
2024/3/17	827.5	1563	4538	2805	3475	4149	21000	9443	802.5	1586	4436	2555	3636	4217	5513	9530	736.1	1193	3279	2783	2801	2936	5500	9532	565.9	953	1795	2221	3525	4514	6688	10620	925.5	2778	11692	8643	13494	15911	28148	46000	732.6	1211	3483	2598	4299	5047	12267	12640	737.1	1578	3679	2831	2853	3650	6700	9600	735.9	2978	6446	3468	5560	7800	7494	9335	1000	1627	3264	3496	4484	5249	14699	25150	1645	2069	3818	5289	7198	15431	27800	107499
2024/3/16	811.7	1554	4333	2799	3379	4149	22462	9000	795.6	1579	4647	2487	3615	4021	5513	9500	736.3	1194	3160	2574	2690	2950	5613	9675	557.9	902.9	1752	2176	3838	4514	6725	11328	904.2	2756	10821	8482	13500	15899	28148	45308	726.3	1225	3348	2482	4296	5000	12267	12642	728.3	1495	3498	2808	2868	3650	6648	9599	720.2	2967	6106	3477	5275	7310	7494	9349	1004	1531	2988	3342	4484	5274	14699	25450	1645	2043	3818	5175	7000	15431	29000	107499
2024/3/15	836.4	1535	4097	2797	3462	4149	22462	9412	815.3	1507	4291	2455	3650	4000	5226	9597	729.6	1200	3022	2500	2727	3088	5354	9800	551.7	939.9	1751	2129	3838	4564	6650	11345	902.6	2713	10078	8646	13500	16500	28148	46833	740.3	1230	3306	2574	4400	5000	11441	12186	727.7	1496	3268	2798	2850	3638	6725	9647	738.7	2981	5995	3468	4811	7006	7494	9185	940.4	1478	2808	3500	4484	5274	14799	25450	1631	1998	3856	5299	7375	15431	29000	105750
2024/3/14	828.3	1500	3982	2672	3475	4149	22462	9099	810.7	1552	3936	2326	3650	3917	5226	9597	723.1	1119	3000	2482	2978	3088	4882	9800	560.6	960.4	1760	2193	3763	4564	6594	11000	890.5	2770	9357	8607	13438	16500	28148	49475	724	1216	3153	2512	4409	4998	11441	12186	727.4	1494	3001	2784	2839	3500	6725	9625	724.4	3053	5970	3478	4400	7183	7494	9800	925.3	1482	2594	3500	4484	5270	14799	25450	1598	1971	3879	5290	7375	15431	29000	105928
2024/3/13	841.1	1417	3996	2528	3478	3910	20617	9077	829.7	1462	3713	2200	3608	3917	4886	9598	717.5	1038	2984	2396	2978	3088	4882	9800	556.6	969.2	1777	2200	3876	4567	6625	10406	879.6	2713	8766	8674	13500	16861	26076	52499	715	1212	2922	2385	4396	4880	10821	12951	721.7	1486	2797	2786	2870	3500	6750	9540	722.8	3120	5825	3377	4384	7265	7494	9802	928.8	1468	2490	3481	4484	5376	14238	26500	1691	2019	3766	5097	7590	15431	29000	105928
2024/3/12	816.4	1337	3940	2504	3381	3888	18978	8800	773.1	1379	3430	2174	3649	3824	4572	9677	716.5	988	2987	2470	2978	3120	4882	9800	554.5	971.4	1777	2168	4079	4567	6400	10049	846.4	2786	8157	8590	13449	16600	26076	50423	724	1222	2842	2348	4287	4900	10268	12951	709.9	1536	2696	2589	2842	3525	6417	9015	715.5	2961	5915	3211	4300	7311	7494	9500	926.7	1491	2400	3377	4480	5376	13125	26495	1649	1994	3779	5280	7566	15431	29000	105928
2024/3/11	797.5	1304	3626	2498	3300	3841	18964	9085	750.6	1392	3127	2152	3623	3889	4998	9677	719.7	982.3	2910	2373	2995	3190	4882	9818	556.1	968.7	1672	2162	4087	4413	6687	9908	852.1	2769	7558	8295	12817	16600	27404	54000	728.8	1175	2842	2262	4236	5000	9517	12750	719.9	1557	2660	2588	2800	3539	6870	9015	717.3	2939	5978	3373	4349	7308	6974	9500	900.4	1510	2390	3330	4498	5350	12712	26494	1600	2024	3762	5200	7566	15431	28000	104975
2024/3/10	788.7	1279	3330	2444	3480	3888	18222	9000	747.8	1373	2918	2127	3398	3868	4998	9468	720.1	991.8	2844	2239	2996	3190	4882	9818	564.2	971.6	1590	2157	4007	4500	6687	9697	890.4	2681	6955	7787	13047	16600	26000	54000	709.3	1186	2830	2181	4191	5000	9517	13333	711.4	1526	2660	2488	2799	3539	6870	9015	719.1	2814	5981	3221	4214	7309	7369	9550	894.9	1387	2330	3191	4263	5350	12712	26494	1592	1977	3743	5188	7460	15431	28000	104000
2024/3/9	778.4	1288	3141	2481	3400	3866	17002	9000	717	1389	2751	2077	3259	3868	4998	8973	717.2	997.2	2652	2178	2996	3190	4882	9839	561.2	948.3	1576	2131	3966	4400	6687	10434	884.9	2715	6802	7333	11983	16799	26000	54000	697.4	1092	2846	2160	4100	4953	9517	13216	715.8	1481	2661	2588	2794	3539	6870	9500	705.9	2630	5902	3066	4180	6747	7093	9650	894.1	1312	2205	2907	4263	5300	11933	26400	1655	2038	3800	5000	7350	15000	28000	105000
2024/3/8	784.4	1296	3090	2437	3483	3866	15640	8905	720.9	1339	2593	2077	3344	3830	4764	8973	699.6	968.8	2520	2133	2815	3190	4882	9445	565.9	918.7	1503	2015	4025	4399	6720	11111	886.9	2747	6792	7126	12275	16399	26000	54150	702.8	1030	2820	2082	4024	4713	9517	13900	706.8	1382	2556	2460	2870	3539	6806	9937	699.4	2478	5981	3080	4188	6747	7093	9650	879.3	1256	2032	2755	3988	5300	11933	26400	1658	2035	3800	5151	7200	15000	28000	106400
2024/3/7	795.9	1255	3047	2468	3500	3697	14780	8850	718	1300	2409	1989	3175	3830	4700	8897	704.9	961.3	2360	2112	2799	3190	4587	9304	557.2	901.2	1492	1992	3850	4450	6720	11111	883.3	2745	6798	7001	12250	16000	25979	55000	700.4	968	2832	1958	3802	4675	9517	13900	713	1267	2429	2446	2870	3273	6598	9937	715.9	2469	5612	3081	4191	6301	6624	9650	881.1	1182	1968	2603	3900	5200	11367	26000	1653	2039	3713	5200	7200	15191	28000	106400
2024/3/6	781.9	1184	2995	2487	3447	3675	15864	8850	703.9	1295	2243	1975	3193	3659	4367	8471	690.2	904.2	2393	2008	2799	3188	4218	9304	552.3	879.6	1403	1998	3850	4500	6386	11000	848.8	2750	6512	6902	11896	16000	25979	56425	706	918.2	2682	1971	3544	4635	9517	13900	694.1	1208	2244	2450	2893	3273	6498	9937	709.3	2654	5798	3076	4198	6140	6308	9648	868.9	1089	1906	2609	3900	5067	11367	25988	1613	1983	3775	5113	7402	15191	28000	106400
2024/3/5	778.8	1169	3034	2453	3269	3509	17000	8617	698.7	1262	2147	2007	3069	3659	4367	7947	670.4	888.3	2315	1927	2696	3188	4218	9049	545.7	863.4	1381	2000	3850	4500	6386	10958	851.6	2687	6459	6798	11067	15889	27375	61809	666.4	871.5	2700	1992	3346	4717	9517	14938	673.8	1150	2107	2321	2850	3067	6120	9883	702.5	2786	5378	2931	4000	6140	6308	9383	859.5	1100	1874	2584	3799	5067	11367	25988	1672	2039	3675	5200	7402	15191	28500	106400
2024/3/4	770.7	1110	2917	2386	3176	3509	17438	9109	674.6	1212	2162	1966	3226	3659	4367	8499	650.7	889.2	2155	1786	2508	3090	4218	8880	540.9	848.9	1296	1993	4069	4500	6046	10981	830.8	2644	6499	6625	11222	17092	28500	61809	649.8	880.7	2780	1952	3480	4717	9517	14333	665.4	1058	1947	2150	2832	3067	5747	9883	703.8	2955	5180	2838	3987	5732	6308	8917	860.6	1029	1805	2555	3799	4998	11367	24983	1550	2014	3562	5060	7402	15191	28500	106400
2024/3/3	781.2	1183	2960	2468	3288	3640	18980	9495	695.5	1195	2290	1905	3435	3988	4678	9300	673	945.5	2355	1745	2720	2980	4547	9533	549.2	852.8	1376	1876	4005	4394	6488	10648	865.4	2690	6393	6747	12080	17092	29500	65263	659.5	923.3	2879	1981	3415	5109	9999	15285	669.3	1097	2100	2132	2980	3252	5500	9983	699.7	2959	5438	2966	3974	6200	6900	9500	861.7	1079	1850	2675	3800	5050	11953	26000	1656	2000	3524	5150	7402	14150	28500	103117
2024/3/2	793.1	1247	3046	2651	3213	3640	18979	9495	697.8	1288	2290	1918	3471	3790	4857	9500	673.4	943.6	2516	1855	2862	2980	4547	9700	521.7	832.7	1386	1786	3889	4250	6290	9955	867	2664	6499	6903	13097	17092	29500	65263	668.7	970.1	2878	1876	3375	5109	10128	15500	677.6	1016	2242	1983	2989	3410	5500	9870	691	3086	5654	2995	3994	6349	6568	9998	852.6	1095	1899	2614	3880	5058	11953	25833	1704	2000	3517	5005	7004	14150	28500	103117
2024/3/1	788.4	1235	3127	2788	3395	3650	17323	9698	705.2	1183	2341	1907	3222	3988	4986	9500	689.5	951.5	2677	1973	2918	3185	4547	9700	547.1	812.6	1371	1864	4056	4390	6862	10875	885.2	2668	6708	7091	13097	16974	31469	66664	695.6	1035	2920	1981	3436	5140	10777	15173	698.2	1086	2428	1920	2997	3652	5463	9869	696.9	3350	5994	3189	4000	6428	6500	9998	859.6	1099	1969	2863	3880	5274	12923	25949	1716	2049	3550	5080	7004	13389	29000	99999
2024/2/29	821.7	1260	3008	2800	3560	3650	16065	9187	721.5	1265	2244	1944	3011	3950	4986	9800	689.1	954.8	2886	2038	2990	3048	4174	9875	555.1	866.1	1399	1964	3893	4390	6862	10875	891.5	2712	6900	7077	13097	17537	29950	65099	689.8	1125	3059	2094	3634	5249	10777	15999	700.9	1190	2660	2066	2990	3652	5400	10000	707.3	3211	5507	3399	4000	6400	6500	9900	890.8	1157	1900	2863	3987	5274	12923	25949	1647	2010	3550	4900	7004	14458	30140	105000
2024/2/28	811.9	1327	3101	2838	3538	3575	15099	9700	723.5	1312	2380	1922	2865	3942	4888	9800	701.2	965.2	2886	2070	2835	3190	3986	9692	557.7	872.7	1373	1981	3893	4309	6468	10518	896.5	2744	7316	7090	12726	16292	29950	65099	697	1200	3135	2186	3804	5249	10777	15800	705.7	1188	2669	2117	3000	3652	5400	10000	715.4	3181	5572	3433	4166	6000	6500	9900	866.3	1124	2031	2688	3965	5274	12923	25500	1659	2060	3599	5104	7380	14458	30140	105000
